ら 戳,秨絃基,程蔼基,程基,Μ絃基,Θユ秖,А基[5],А基[20],А基[60],А基[120],А秖[5],А秖[20],А秖[60],А秖[120]
20190114,98.5,99.7,96.1,96.4,6650,95.10◆,92.20◆,95.94□,128.82□,6463◆,3559◆,6442◆,7605◆
20190115,96.6,98.8,96.6,98.5,4053,96.30◆,92.39◆,95.61□,128.01□,5905□,3693◆,6357□,7612◆
20190116,99,99.4,96.7,96.7,3264,96.68◆,92.42◆,95.36□,127.15□,4936□,3701◆,6298□,7569□
20190117,96.5,97.4,94,94.4,5044,96.60□,92.43◆,95.20□,126.28□,5354◆,3736◆,6189□,7575◆
20190118,95,96.4,94.6,96.1,2770,96.42□,92.68◆,95.22◆,125.35□,4356□,3682□,6055□,7424□
20190121,97.9,98.1,96.7,97.9,2517,96.72◆,92.96◆,95.30◆,124.40□,3530□,3646□,5957□,7339□
20190122,97.9,97.9,95.5,95.8,1606,96.18□,93.18◆,95.29□,123.48□,3040□,3683◆,5910□,7296□
20190123,95.1,97.9,95,97.1,2172,96.26◆,93.38◆,95.30◆,122.55□,2822□,3731◆,5891□,7263□
20190124,97.1,97.8,96.4,97.6,2467,96.90◆,93.74◆,95.22□,121.60□,2307□,3732◆,5817□,7199□
20190125,98.6,99.6,97.8,97.8,3480,97.24◆,94.16◆,95.08□,120.73□,2449◆,3827◆,5724□,7136□
20190128,99.6,106.5,99.1,103.5,13888,98.36◆,94.81◆,95.08,119.92□,4723◆,4440◆,5777◆,7195◆
20190129,102.5,107,102,106.5,10270,100.50◆,95.63◆,95.17◆,119.11□,6456◆,4880◆,5860◆,7228◆
20190130,108,110.5,104.5,104.5,16235,101.98◆,96.39◆,95.24◆,118.31□,9268◆,5624◆,5927◆,7334◆
20190211,108,108,105.5,106,4894,103.66◆,97.38◆,95.29◆,117.63□,9754◆,5645◆,5898□,7278□
20190212,106.5,112,106,111,8179,106.30◆,98.65◆,95.51◆,116.92□,10693◆,5843◆,5900◆,7295◆
20190213,108,109,106,106,7542,106.80◆,99.25◆,95.63◆,116.22□,9424□,6035◆,5927◆,7312◆
20190214,107,108.5,106,107.5,4536,107.00◆,100.00◆,95.84◆,115.53□,8277□,5920□,5874□,7309□
20190215,107.5,108,103.5,104,3717,106.90□,100.46◆,96.03◆,114.84□,5774□,5700□,5808□,7314◆
20190218,105.5,107.5,105.5,106.5,3036,107.00◆,101.04◆,96.30◆,114.17□,5402□,5704◆,5714□,7317◆
20190219,106.5,109.5,106,108.5,4393,106.50□,101.62◆,96.58◆,113.48□,4645□,5536□,5693□,7330◆
20190220,110,111,108,108.5,4972,107.00◆,102.22◆,96.88◆,112.77□,4131□,5452□,5700◆,7324□
20190221,111,118.5,111,114,17269,108.30◆,103.00◆,97.23◆,112.12□,6678◆,6113◆,5916◆,7452◆
20190222,113.5,115,112,113.5,4264,110.20◆,103.84◆,97.56◆,111.47□,6787◆,6163◆,5783□,7469◆
20190225,115.5,117,114,115,5167,111.90◆,104.87◆,97.91◆,110.78□,7213◆,6169◆,5794◆,7471◆
20190226,115.5,117,110,110,6587,112.20◆,105.56◆,98.22◆,110.02□,7652◆,6360◆,5801◆,7452□
20190227,110,110.5,105.5,107.5,4862,112.00□,106.04◆,98.52◆,109.24□,7630□,6477◆,5816◆,7440□
20190304,108,109,107,108.5,1892,110.90□,106.68◆,98.85◆,108.46□,4555□,6491◆,5722□,7417□
20190305,108,115.5,107.5,112,13130,110.60□,107.42◆,99.19◆,107.81□,6328◆,7039◆,5821◆,7353□
20190306,112,115,110.5,115,8736,110.6,108.29◆,99.51◆,107.34□,7042◆,7353◆,5825◆,7305□
20190307,114.5,118.5,110.5,111.5,13922,110.90◆,108.98◆,99.75◆,106.88□,8509◆,7875◆,5947◆,7214□
20190308,113,122.5,111.5,121,32355,113.60◆,109.85◆,100.05◆,106.49□,14007◆,8798◆,5918□,7380◆
20190311,120,124,119,123.5,26306,116.60◆,110.70◆,100.30◆,106.26□,18890◆,9600◆,6032◆,7405◆
20190312,126.5,126.5,120.5,120.5,15210,118.30◆,111.50◆,100.52◆,106.04□,19306◆,9549□,6148◆,7374□
20190313,121.5,123,118.5,121.5,9901,119.60◆,112.28◆,100.81◆,105.89□,19539◆,9799◆,6204◆,7352□
20190314,121,122,119.5,122,6558,121.70◆,112.83◆,101.23◆,105.72□,18066□,9718□,6146□,7340□
20190315,123,124.5,119.5,119.5,10572,121.40□,113.50◆,101.60◆,105.55□,13710□,9869◆,6244◆,7373◆
20190318,121.5,124,121,122,10395,121.10□,114.23◆,102.09◆,105.44□,10527□,10162◆,6327◆,7391◆
20190319,124,127.5,123.5,124.5,16886,121.90◆,115.25◆,102.61◆,105.28□,10863◆,10821◆,6568◆,7475◆
20190320,125,125.5,121,121.5,6311,121.9,116.00◆,103.02◆,105.13□,10145□,10985◆,6609◆,7499◆
20190321,122,123.5,120.5,122,4527,121.9,116.68◆,103.46◆,105.05□,9738□,10991◆,6629◆,7454□
20190322,124,124,118.5,119.5,6734,121.9,117.23◆,103.88◆,104.95□,8971□,11079◆,6697◆,7455◆
20190325,116,118.5,115,116.5,4746,120.80□,117.35◆,104.25◆,104.89□,7841□,10453□,6753◆,7299□
20190326,118,119.5,116.5,118,3151,119.50□,117.58◆,104.61◆,104.80□,5094□,10398□,6754◆,7239□
20190327,118.5,122,118,119.5,4033,119.10□,117.80◆,105.03◆,104.72□,4638□,10341□,6749□,7212□
20190328,119.5,120,115.5,115.5,3551,117.80□,118.08◆,105.44◆,104.61□,4443□,10189□,6743□,7156□
20190329,117,117,114.5,115,3734,116.90□,118.45◆,105.82◆,104.52□,3843□,10133□,6752◆,7147□
20190401,116.5,119.5,116,118.5,6858,117.30◆,118.95◆,106.27◆,104.43□,4266◆,10381◆,6852◆,7159◆
20190402,119.5,120,116.5,117.5,6115,117.20□,119.23◆,106.67◆,104.28□,4858◆,10030□,6933◆,7133□
20190403,117.5,120,117,119,5219,117.10□,119.43◆,107.15◆,104.16□,5096◆,9854□,6980◆,7101□
20190408,120.5,125,120.5,124.5,13949,118.90◆,120.08◆,107.74◆,104.09□,7175◆,9856◆,7186◆,7169◆
20190409,127,128,121.5,121.5,14692,120.20◆,120.10◆,108.25◆,103.99□,9367◆,8973□,7404◆,7259◆
20190410,122,123,119.5,122,5757,120.90◆,120.03□,108.79◆,103.95□,9147□,7945□,7475◆,7232□
20190411,123,125.5,122,122,8382,121.80◆,120.10◆,109.33◆,103.89□,9600◆,7604□,7592◆,7222□
20190412,123,124.5,121,122,4048,122.40◆,120.13◆,109.93◆,103.93◆,9366□,7311□,7585□,7089□
20190415,123.5,125.5,123,123.5,4921,122.20□,120.20◆,110.56◆,104.09◆,7560□,7229□,7597◆,7100◆
20190416,124.5,131,123.5,131,15820,124.10◆,120.78◆,111.17◆,104.26◆,7786◆,7492◆,7799◆,7116◆
20190417,132,132.5,128,129.5,12963,125.60◆,121.15◆,111.79◆,104.39◆,9227◆,7620◆,7901◆,7166◆
20190418,132,133.5,124.5,125,12544,126.20◆,121.18◆,112.29◆,104.50◆,10059◆,7403□,7975◆,7214◆
20190419,127,128.5,123.5,126,6595,127.00◆,121.40◆,112.81◆,104.62◆,10569◆,7417◆,8035◆,7210□
20190422,130,132,129,131.5,12224,128.60◆,121.88◆,113.39◆,104.79◆,12029◆,7802◆,8110◆,7267◆
20190423,132.5,132.5,129.5,131,7244,128.6,122.45◆,113.97◆,104.95◆,10314□,7827◆,8120◆,7281◆
20190424,132,132.5,127.5,128,6063,128.30□,123.03◆,114.46◆,105.03◆,8934□,7893◆,8153◆,7255□
20190425,127,128,125.5,128,3401,128.90◆,123.53◆,114.98◆,105.17◆,7106□,7906◆,8155◆,7227□
20190426,126.5,127,124,124.5,4182,128.60□,123.78◆,115.48◆,105.34◆,6623□,7913◆,8141□,7165□
20190429,125,126,118,118,6089,125.90□,123.90◆,115.85◆,105.54◆,5396□,8040◆,8196◆,7126□
20190430,116,119.5,116,119.5,3695,123.60□,124.13◆,116.21◆,105.75◆,4686□,8038□,8216◆,7086□
20190502,120,122,119.5,121,2456,122.20□,124.25◆,116.63◆,105.96◆,3965□,7818□,8230◆,7070□
20190503,122,123.5,121,122.5,3942,121.10□,124.50◆,117.05◆,106.18◆,4073◆,7709□,8260◆,7075◆
20190506,118,119,116.5,116.5,5395,119.50□,124.38□,117.36◆,106.29◆,4316◆,7718◆,8308◆,7063□
20190507,115.5,118.5,111.5,112,13174,118.30□,123.75□,117.60◆,106.34◆,5733◆,7679□,8470◆,7097◆
20190508,108.5,110,106,107.5,10236,115.90□,123.05□,117.67◆,106.37◆,7041◆,7457□,8409□,7093□
20190509,107,108.5,101,101,8962,111.90□,122.00□,117.58□,106.37,8342◆,7617◆,8387□,7124◆
20190510,102,104.5,97.5,99,8778,107.20□,120.85□,117.48□,106.36□,9309◆,7637◆,8263□,7095□
20190513,98.1,99.9,95.7,95.7,4588,103.04□,119.54□,117.31□,106.30□,9148□,7664◆,8258□,7078□
20190514,93.6,98.4,92.4,97.3,6403,100.10□,118.23□,117.08□,106.30□,7794□,7738◆,8228□,7064□
20190515,98.2,98.9,97.3,97.4,3337,98.08□,116.55□,116.94□,106.28□,6414□,7114□,8158□,7042□
20190516,96.5,97.3,94.4,94.4,3790,96.76□,114.79□,116.72□,106.28□,5379□,6655□,8146□,7010□
20190517,95.9,96.8,94.4,95,3728,95.96□,113.29□,116.57□,106.30◆,4369□,6214□,8146◆,6977□
20190520,96,96.3,93.7,94.1,1777,95.64□,111.70□,116.37□,106.33◆,3807□,5973□,8125□,6919□
20190521,94.1,96.1,92.8,96,2665,95.38□,109.92□,116.16□,106.37◆,3060□,5495□,8096□,6894□
20190522,96.6,97.6,94.2,94.2,2737,94.74□,108.08□,115.92□,106.40◆,2940□,5270□,8059□,6880□
20190523,93.5,93.5,89.8,90,4847,93.86□,106.18□,115.52□,106.37□,3151◆,5209□,7852□,6884◆
20190524,91.5,92.3,91,91.3,2412,93.12□,104.35□,115.15□,106.36□,2888□,5160□,7821□,6802□
20190527,92.4,92.6,91.1,92.6,1425,92.82□,102.75□,114.78□,106.35□,2817□,5022□,7759□,6776□
20190528,92.9,93.3,92,92.8,1419,92.18□,101.49□,114.49□,106.36◆,2568□,4788□,7673□,6737□
20190529,91.9,96.9,91.3,96.6,4591,92.66◆,100.35□,114.31□,106.41◆,2939◆,4833◆,7668□,6742◆
20190530,98,102.5,98,100.5,12628,94.76◆,99.32□,114.17□,106.51◆,4495◆,5342◆,7847◆,6785◆
20190531,100,101.5,99.1,100,5960,96.50◆,98.20□,113.97□,106.58◆,5205◆,5443◆,7727□,6774□
20190603,99.8,99.8,97.7,99,3270,97.78◆,97.32□,113.71□,106.61◆,5574◆,5336□,7636□,6731□
20190604,99.3,101,99.2,99.5,2523,99.12◆,96.70□,113.51□,106.63◆,5795◆,4804□,7446□,6697□
20190605,102,103,99.3,99.3,3514,99.66◆,96.29□,113.15□,106.60□,5579□,4468□,6966□,6442□
20190606,98.3,100,98,98.1,3160,99.18□,96.14□,112.72□,106.51□,3686□,4178□,6580□,6306□
20190610,99.5,100.5,99,99.4,2319,99.06□,96.16◆,112.37□,106.45□,2957□,3855□,6365□,6256□
20190611,100.5,104.5,100,102.5,7641,99.76◆,96.50◆,112.05□,106.43□,3832◆,4007◆,6327□,6266◆
20190612,103,104.5,101.5,102.5,3098,100.36◆,96.76◆,111.73□,106.48◆,3947◆,3842□,6270□,6208□
20190613,102.5,103.5,101,101,2693,100.70◆,96.94◆,111.42□,106.51◆,3782□,3810□,6138□,6191□
20190614,102,103,101,102.5,2294,101.58◆,97.35◆,111.10□,106.60◆,3609□,3735□,6003□,6165□
20190617,103,104,102,103,2715,102.30◆,97.75◆,110.74□,106.67◆,3688◆,3685□,5767□,6167◆
20190618,104,105,102,102.5,3352,102.3,98.17◆,110.42□,106.72◆,2831□,3763◆,5718□,6163□
20190619,100,102,100,101,4498,102.00□,98.42◆,110.07□,106.77◆,3111◆,3855◆,5717□,6173◆
20190620,101.5,104,101.5,104,3354,102.60◆,98.91◆,109.81□,106.85◆,3243◆,3886◆,5661□,6179◆
20190621,104.5,105,102,103,3341,102.70◆,99.56◆,109.59□,106.92◆,3452◆,3810□,5638□,6195◆
20190624,103,106,102,104.5,4135,103.00◆,100.22◆,109.36□,106.99◆,3736◆,3897◆,5654◆,6204◆
20190625,105,105.5,102,102.5,2146,103,100.71◆,109.08□,107.06◆,3495□,3933◆,5623□,6186□
20190626,103,103.5,102,102.5,1183,103.30◆,101.20◆,108.86□,107.15◆,2832□,3921□,5583□,6163□
20190627,103.5,104,102.5,102.5,1983,103.00□,101.49◆,108.65□,107.24◆,2558□,3790□,5554□,6153□
20190628,103.5,103.5,101.5,101.5,1807,102.70□,101.54◆,108.37□,107.32◆,2251□,3249□,5470□,6161◆
20190701,104.5,105.5,103.5,104,4129,102.60□,101.74◆,108.15□,107.41◆,2250□,3158□,5437□,6185◆
20190702,105,113,104.5,110.5,17895,104.20◆,102.32◆,108.00□,107.58◆,5400◆,3889◆,5648◆,6314◆
20190703,111.5,112.5,108.5,108.5,10240,105.40◆,102.77◆,107.74□,107.74◆,7211◆,4275◆,5586□,6386◆
20190704,110,113,110,110,6855,106.90◆,103.30◆,107.55□,107.90◆,8185◆,4442◆,5455□,6430◆
20190705,111,111.5,108.5,110.5,2507,108.70◆,103.92◆,107.35□,108.07◆,8325◆,4409□,5401□,6438◆
20190708,110.5,111,107.5,108,3340,109.50◆,104.35◆,107.12□,108.23◆,8168□,4460◆,5317□,6455◆
20190709,108,108.5,105.5,105.5,2766,108.50□,104.50◆,106.85□,108.39◆,5142□,4217□,5296□,6440□
20190710,106.5,107,105.5,107,2209,108.20□,104.73◆,106.57□,108.57◆,3536□,4172□,5251□,6424□
20190711,108.5,111,108.5,109.5,4163,108.10□,105.15◆,106.21□,108.69◆,2997□,4246◆,5056□,6428◆
20190712,109,109.5,107.5,107.5,1713,107.50□,105.40◆,105.85□,108.82◆,2838□,4217□,4869□,6385□
20190715,108.5,110,108,109.5,1997,107.80◆,105.73◆,105.59□,108.94◆,2570□,4181□,4693□,6334□
20190716,110.5,112.5,110,111,5596,108.90◆,106.15◆,105.34□,109.08◆,3136◆,4293◆,4677□,6356◆
20190717,111,112.5,110,112,3400,109.90◆,106.70◆,105.01□,109.20◆,3374◆,4238□,4529□,6320□
20190718,111.5,113.5,108.5,108.5,6434,109.70□,106.93◆,104.64□,109.30◆,3828◆,4392◆,4516□,6318□
20190719,110,110,107,107.5,3153,109.7,107.15◆,104.30□,109.38◆,4116◆,4383□,4467□,6310□
20190722,108,108,105,105.5,3680,108.90□,107.20◆,103.92□,109.45◆,4453◆,4360□,4472◆,6314◆
20190723,106,108.5,106,107,3127,108.10□,107.43◆,103.63□,109.56◆,3959□,4409◆,4455□,6298□
20190724,108,111,107.5,110.5,3900,107.80□,107.83◆,103.50□,109.68◆,4059◆,4545◆,4418□,6307◆
20190725,111,111.5,109.5,111,3880,108.30◆,108.25◆,103.36□,109.78◆,3548□,4640◆,4421◆,6318◆
20190726,112,114,111,112.5,6273,109.30◆,108.80◆,103.22□,109.92◆,4172◆,4863◆,4485◆,6357◆
20190729,113,113.5,111,112,2785,110.60◆,109.20◆,103.05□,110.05◆,3993□,4796□,4465□,6362◆
20190730,113,113.5,108.5,108.5,4776,110.90◆,109.10□,102.91□,110.14◆,4323◆,4140□,4455□,6382◆
20190731,109.5,116.5,108.5,116,11968,112.00◆,109.48◆,102.98◆,110.29◆,5937◆,4226◆,4435□,6452◆
20190801,115,118,113.5,114,12580,112.60◆,109.68◆,103.09◆,110.38◆,7677◆,4512◆,4474◆,6442□
20190802,109.5,111,107,107,10636,111.50□,109.50□,103.19◆,110.38◆,8549◆,4919◆,4502◆,6445◆
20190805,106,111,106,110.5,9055,111.20□,109.63◆,103.38◆,110.43◆,9803◆,5205◆,4507◆,6385□
20190806,108,109.5,105.5,108,16164,111.10□,109.75◆,103.58◆,110.45◆,12081◆,5875◆,4700◆,6479◆
20190807,109.5,110.5,105.5,105.5,8818,109.00□,109.68□,103.72◆,110.40□,11451□,6205◆,4740◆,6484◆
20190808,107,109,106.5,108.5,4910,107.90□,109.63□,103.91◆,110.42◆,9917□,6242◆,4766◆,6462□
20190812,109,114,108.5,112.5,11515,109.00◆,109.88◆,104.21◆,110.47◆,10093◆,6732◆,4895◆,6520◆
20190813,112,114.5,111.5,113,10412,109.50◆,110.05◆,104.51◆,110.54◆,10364◆,7153◆,5006◆,6576◆
20190814,117.5,118.5,114,115.5,11432,111.00◆,110.28◆,104.86◆,110.62◆,9418□,7445◆,5167◆,6646◆
20190815,113,116.5,112.5,116.5,7128,113.20◆,110.50◆,105.21◆,110.68◆,9080□,7631◆,5241◆,6669◆
20190816,117.5,118,115,115.5,6047,114.60◆,110.85◆,105.56◆,110.74◆,9307◆,7612□,5297◆,6678◆
20190819,116.5,118,115.5,117.5,6971,115.60◆,111.35◆,106.02◆,110.77◆,8398□,7803◆,5332◆,6592□
20190820,119,119.5,114.5,115,6930,116.00◆,111.83◆,106.41◆,110.78◆,7702□,7965◆,5407◆,6614◆
20190821,115.5,117,114.5,117,4365,116.30◆,112.33◆,106.82◆,110.80◆,6288□,8027◆,5456◆,6607□
20190822,118,118.5,115,115,4378,116.00□,112.55◆,107.19◆,110.84◆,5738□,8051◆,5506◆,6589□
20190823,116,117,114,115.5,4685,116,112.78◆,107.51◆,110.91◆,5466□,8092◆,5507◆,6588□
20190826,113,113.5,111.5,111.5,4435,114.80□,112.73□,107.69◆,110.93◆,4959□,8000□,5371□,6609◆
20190827,112.5,114.5,112.5,113,3781,114.40□,112.78◆,107.91◆,110.94◆,4329□,8049◆,5334□,6531□
20190828,114,114.5,110.5,111,4729,113.20□,112.90◆,108.11◆,110.91□,4402◆,8047□,5359◆,6497□
20190829,108.5,108.5,101.5,102,19987,110.60□,112.20□,108.15◆,110.83□,7524◆,8448◆,5650◆,6548◆
20190830,103.5,104.5,102.5,103,6216,108.10□,111.65□,108.21◆,110.68□,7830◆,8130□,5695◆,6330□
20190902,103.5,105.5,103,105.5,3177,106.90□,111.58□,108.33◆,110.53□,7578□,7757□,5695◆,6137□
20190903,105.5,106,104,104.5,2236,105.20□,111.28□,108.42◆,110.39□,7269□,7416□,5694□,6029□
20190904,104.5,105.5,104.5,105,1729,104.00□,111.13□,108.46◆,110.26□,6669□,6694□,5595□,5961□
20190905,106,106.5,105,105.5,2491,104.70◆,111.13,108.51◆,110.12□,3170□,6378□,5585□,5927□
20190906,107,107.5,106,106,3592,105.30◆,111.00□,108.59◆,110.01□,2645□,6312□,5600◆,5869□
20190909,107,108,106,106.5,2688,105.50◆,110.70□,108.66◆,109.88□,2547□,5871□,5607◆,5805□
20190910,106.5,107,105,107,2204,106.00◆,110.40□,108.73◆,109.73□,2541□,5460□,5598□,5683□
20190911,107,108,106.5,107,1946,106.40◆,109.98□,108.80◆,109.61□,2584◆,4986□,5575□,5646□
20190912,108,109,107,107.5,2956,106.80◆,109.53□,108.91◆,109.49□,2677◆,4777□,5549□,5633□
20190916,107.5,108,106.5,107,1546,107.00◆,109.10□,108.96◆,109.39□,2268□,4552□,5519□,5590□
20190917,107,108.5,107,108,1992,107.30◆,108.63□,109.04◆,109.32□,2129□,4303□,5496□,5567□
20190918,109,109.5,108,108,2492,107.50◆,108.28□,109.10◆,109.23□,2187◆,4081□,5469□,5561□
20190919,109,109,107,107.5,2328,107.60◆,107.80□,109.18◆,109.13□,2263◆,3980□,5472◆,5547□
20190920,108.5,112,108,110,7112,108.10◆,107.55□,109.31◆,109.09□,3094◆,4116◆,5571◆,5577◆
20190923,110,111,109,110,2269,108.70◆,107.28□,109.43◆,109.04□,3239◆,3995□,5576◆,5565□
20190924,110,110.5,109,109.5,1587,109.00◆,107.18□,109.57◆,108.97□,3158□,3853□,5572□,5521□
20190925,109.5,110,108,108.5,1511,109.10◆,106.95□,109.64◆,108.89□,2962□,3740□,5528□,5482□
20190926,109,110.5,108,108,2289,109.20◆,106.80□,109.60□,108.80□,2954□,3618□,5268□,5458□
20190927,108,108.5,104,104.5,3899,108.10□,106.93◆,109.53□,108.64□,2311□,2813□,5162□,5374□
20191001,105,106,104.5,106,2186,107.30□,107.08◆,109.47□,108.51□,2295□,2612□,5085□,5270□
20191002,105.5,106.5,105,106.5,1576,106.70□,107.13◆,109.40□,108.38□,2292□,2532□,5069□,5235□
20191003,105,107,104.5,107,1424,106.40□,107.25◆,109.38□,108.25□,2275□,2491□,5037□,5177□
20191004,107.5,112,107,110.5,8140,106.90◆,107.53◆,109.47◆,108.16□,3445◆,2812◆,5127◆,5211◆
20191007,111,111.5,108.5,108.5,4116,107.70◆,107.68◆,109.49◆,108.03□,3489◆,2893◆,5159◆,5205□
20191008,108.5,109.5,106.5,106.5,2765,107.80◆,107.70◆,109.44□,107.83□,3604◆,2851□,5135□,5096□
20191009,106.5,107.5,105.5,107,2014,107.90◆,107.73◆,109.43□,107.64□,3692◆,2818□,5140◆,5005□
20191014,109,111,108,109.5,4835,108.40◆,107.85◆,109.43,107.51□,4374◆,2949◆,5188◆,4940□
20191015,109.5,116,109.5,115.5,18076,109.40◆,108.28◆,109.51◆,107.42□,6361◆,3756◆,5396◆,5036◆
20191016,116,116.5,112,112.5,7772,110.20◆,108.53◆,109.52◆,107.27□,7093◆,3997◆,5468◆,4999□
20191017,112.5,114.5,112,114,3713,111.70◆,108.88◆,109.61◆,107.12□,7282◆,4105◆,5423□,4969□
20191018,114.5,115.5,113,114.5,3383,113.20◆,109.20◆,109.73◆,107.01□,7556◆,4174◆,5427◆,4947□
20191021,113,114.5,111.5,114,4133,114.10◆,109.50◆,109.87◆,106.89□,7416□,4257◆,5434◆,4953◆
20191022,116,117,114,114,6039,113.80□,109.83◆,109.98◆,106.81□,5008□,4442◆,5483◆,4969◆
20191023,115,115,112.5,112.5,3418,113.8,109.95◆,110.02◆,106.76□,4137□,4257□,5475□,4946□
20191024,114,115.5,113,115,2816,114.00◆,110.20◆,110.08◆,106.72□,3958□,4285◆,5457□,4939□
20191025,115.5,116.5,113.5,113.5,3501,113.80□,110.40◆,110.10◆,106.66□,3982◆,4380◆,5411□,4948◆
20191028,114,115.5,113.5,114,3487,113.8,110.68◆,110.13◆,106.59□,3852□,4479◆,5423◆,4944□
20191029,115,118,114,114.5,10885,113.90◆,111.00◆,110.23◆,106.57□,4822◆,4909◆,5525◆,4990◆
20191030,115,116.5,114,115.5,3304,114.50◆,111.55◆,110.23□,106.60◆,4799□,4879□,5380□,4908□
20191031,116.5,117,114.5,114.5,3131,114.40□,111.98◆,110.23◆,106.66◆,4862◆,4927◆,5223□,4848□
20191101,114.5,118,114,117.5,6872,115.20◆,112.53◆,110.41◆,106.80◆,5536◆,5191◆,5160□,4831□
20191104,118.5,121.5,118.5,119,14480,116.20◆,113.13◆,110.55◆,106.97◆,7735◆,5844◆,5250◆,4878◆
20191105,120,120,118,118.5,5141,117.00◆,113.53◆,110.73◆,107.16◆,6586□,5694□,5067□,4883◆
20191106,117.5,118,114.5,114.5,9263,116.80□,113.83◆,110.88◆,107.30◆,7778◆,5952◆,5074◆,4907◆
20191107,111,112,105,106.5,18028,115.20□,113.83,110.84□,107.37◆,10757◆,6715◆,5293◆,5029◆
20191108,106.5,107,103.5,105.5,5843,112.80□,113.75□,110.73□,107.47◆,10551□,6906◆,5198□,5046◆
20191111,105,105,101,101,5908,109.20□,113.33□,110.53□,107.52◆,8837□,6960◆,5123□,5065◆
20191112,99,104,98.9,103.5,8421,106.20□,112.73□,110.33□,107.60◆,9493◆,6477□,5073□,5120◆
20191113,102.5,102.5,100.5,100.5,3926,103.40□,112.13□,110.06□,107.63◆,8425□,6285□,5020□,5130◆
20191114,101,101.5,99.1,99.3,3899,101.96□,111.39□,109.79□,107.68◆,5600□,6294◆,4984□,5140◆
20191115,100,104,100,104,4573,101.66□,110.87□,109.56□,107.79◆,5346□,6354◆,4944□,5138□
20191118,104,104.5,100.5,101,6151,101.66,110.22□,109.33□,107.87◆,5394◆,6454◆,4931□,5169◆
20191119,100.5,103,100.5,102,2372,101.36□,109.62□,109.08□,107.95◆,4184□,6271□,4898□,5177◆
20191120,102,102.5,100.5,101.5,1951,101.56◆,109.07□,108.86□,108.02◆,3789□,6198□,4857□,5181◆
20191121,100.5,102.5,100,101.5,2120,102.00◆,108.39□,108.62□,108.06◆,3434□,6163□,4814□,5161□
20191122,102,102.5,101.5,102.5,1188,101.70□,107.84□,108.47□,108.08◆,2757□,6047□,4760□,5065□
20191125,102.5,103.5,102,103,1634,102.10◆,107.29□,108.31□,108.11◆,1853□,5955□,4724□,5029□
20191126,103.5,104,102.5,103,1445,102.30◆,106.72□,108.17□,108.14◆,1668□,5483□,4670□,5014□
20191127,103,104,102.5,103.5,1168,102.70◆,106.12□,108.20◆,108.17◆,1511□,5376□,4356□,5003□
20191128,104,105.5,103,104.5,3651,103.30◆,105.62□,108.22◆,108.22◆,1817◆,5402◆,4313□,5004◆
20191129,104,105.5,104,105.5,2155,103.90◆,105.02□,108.22,108.28◆,2011◆,5166□,4296□,4996□
20191202,105,108.5,103.5,108.5,4837,105.00◆,104.49□,108.29◆,108.35◆,2651◆,4684□,4340◆,5017◆
20191203,106.5,107.5,105.5,106.5,4663,105.70◆,103.89□,108.31◆,108.39◆,3295◆,4660□,4389◆,4992□
20191204,108.5,109.5,105.5,105.5,12285,106.10◆,103.44□,108.31,108.41◆,5518◆,4811◆,4552◆,5068◆
20191205,107,109,107,108,5148,106.80◆,103.52◆,108.35◆,108.47◆,5818◆,4167□,4578◆,5089◆
20191206,109,109.5,107,107.5,3934,107.20◆,103.62◆,108.36◆,108.51◆,6174◆,4072□,4598◆,5103◆
20191209,108.5,109,106.5,106.5,2461,106.80□,103.89◆,108.36□,108.54◆,5698□,3899□,4603◆,5100□
20191210,107,108,106.5,108,1691,107.10◆,104.12◆,108.37◆,108.59◆,5104□,3563□,4598□,5087□
